time,x,y,velocity,acceleration
2682.048027681958,-6735492.033375316,692522.9731629202,7672.49041328307,8.694005190060867
2692.048027681958,-6742906.703713427,616157.59756551,7672.490413283041,8.694005190060793
2702.048027681958,-6749455.5899928585,539713.1078042758,7672.49041328301,8.694005190060711
2712.048027681958,-6755137.851341625,463199.3192931805,7672.49041328298,8.694005190060635
2722.048027681958,-6759952.758161719,386626.0563440931,7672.49041328295,8.694005190060553
2732.048027681958,-6763899.692222793,310003.1509053552,7672.49041328292,8.694005190060476
2742.048027681958,-6766978.146741533,233340.44129936607,7672.490413282889,8.6940051900604
2752.048027681958,-6769187.726446737,156647.77095934935,7672.490413282859,8.694005190060317
2762.048027681958,-6770528.147630061,79934.98716546415,7672.490413282828,8.694005190060238
2772.048027681958,-6770999.2381824525,3211.9397804216132,7672.490413282798,8.69400519006016
2782.048027681958,-6770600.937616245,-73511.52001522985,7672.490413282768,8.694005190060079
2792.048027681958,-6769333.297072926,-150225.5409879886,7672.490413282737,8.694005190060002
2802.048027681958,-6767196.47931657,-226920.27311629074,7672.490413282707,8.694005190059924
2812.048027681958,-6764190.758712943,-303585.8688552451,7672.490413282677,8.694005190059846
2822.048027681958,-6760316.521194268,-380212.4844010507,7672.490413282647,8.694005190059762
2832.048027681958,-6755574.264209677,-456790.28095493343,7672.490413282617,8.694005190059684
2842.048027681958,-6749964.596661337,-533309.4259864404,7672.490413282586,8.694005190059604
2852.048027681958,-6743488.238826265,-609760.0944959293,7672.490413282556,8.694005190059528
2862.048027681958,-6736146.02226385,-686132.4702760909,7672.490413282525,8.694005190059448
2872.048027681958,-6727938.889709078,-762416.7471723424,7672.490413282494,8.694005190059373
2882.048027681958,-6718867.894951485,-838603.1303419302,7672.490413282464,8.694005190059292
2892.048027681958,-6708934.202699855,-914681.8375115804,7672.490413282434,8.694005190059213
2902.048027681958,-6698139.088432668,-990643.1002335349,7672.490413282403,8.694005190059135
2912.048027681958,-6686483.938234331,-1066477.165139813,7672.490413282373,8.694005190059057
2922.048027681958,-6673970.248617207,-1142174.2951945357,7672.490413282342,8.694005190058977
2932.048027681958,-6660599.626329463,-1217724.7709441548,7672.490413282312,8.694005190058894
2942.048027681958,-6646373.7881487645,-1293118.891765422,7672.490413282282,8.694005190058816
2952.048027681958,-6631294.560661844,-1368346.9771109424,7672.490413282251,8.694005190058736
2962.048027681958,-6615363.880029966,-1443399.3677521488,7672.49041328222,8.69400519005866
2972.048027681958,-6598583.791740328,-1518266.42701954,7672.49041328219,8.694005190058581
2982.048027681958,-6580956.450343421,-1592938.542040021,7672.49041328216,8.694005190058498
2992.048027681958,-6562484.119176384,-1667406.1249711886,7672.49041328213,8.694005190058423
3002.048027681958,-6543169.170072399,-1741659.614232404,7672.490413282099,8.694005190058343
3012.048027681958,-6523014.0830561435,-1815689.475732491,7672.490413282069,8.694005190058265
3022.048027681958,-6502021.44602536,-1889486.2040939073,7672.490413282039,8.694005190058185
3032.048027681958,-6480193.9544185735,-1963040.3238732268,7672.490413282009,8.694005190058107
3042.048027681958,-6457534.410868995,-2036342.3907777795,7672.490413281979,8.694005190058029
3052.048027681958,-6434045.72484467,-2109382.992878292,7672.490413281949,8.694005190057952
3062.048027681958,-6409730.912274901,-2182152.7518173717,7672.490413281918,8.694005190057876
3072.048027681958,-6384593.095163008,-2254642.3240136793,7672.490413281889,8.6940051900578
3082.048027681958,-6358635.501185465,-2326842.40186164,7672.490413281859,8.694005190057723
3092.048027681958,-6331861.463277465,-2398743.7149265315,7672.490413281829,8.694005190057645
3102.048027681958,-6304274.419204979,-2470337.031134801,7672.490413281799,8.694005190057565
3112.048027681958,-6275877.9111233475,-2541613.1579594556,7672.49041328177,8.69400519005749
3122.048027681958,-6246675.585122468,-2612562.9436003775,7672.49041328174,8.694005190057414
3132.048027681958,-6216671.190758643,-2683177.278159406,7672.490413281711,8.694005190057334
3142.048027681958,-6185868.580573139,-2753447.0948100435,7672.490413281682,8.69400519005726
3152.048027681958,-6154271.709597522,-2823363.370961627,7672.490413281653,8.694005190057183
3162.048027681958,-6121884.634845837,-2892917.129417824,7672.490413281624,8.694005190057105
3172.048027681958,-6088711.5147936875,-2962099.439529296,7672.490413281595,8.69400519005703
3182.048027681958,-6054756.608844292,-3030901.4183403873,7672.490413281566,8.694005190056957
3192.048027681958,-6020024.276781581,-3099314.231729691,7672.490413281537,8.694005190056878
3202.048027681958,-5984518.978210402,-3167329.095544341,7672.490413281509,8.694005190056806
3212.048027681958,-5948245.2719839085,-3234937.2767278934,7672.490413281481,8.694005190056728
3222.048027681958,-5911207.815618211,-3302130.094441642,7672.490413281453,8.694005190056656
3232.048027681958,-5873411.364694354,-3368898.921179232,7672.4904132814245,8.694005190056581
3242.048027681958,-5834860.772247699,-3435235.1838744264,7672.490413281395,8.694005190056506
3252.048027681958,-5795560.988144805,-3501130.3650018782,7672.490413281368,8.694005190056433
3262.048027681958,-5755517.058447863,-3566576.0036707777,7672.49041328134,8.694005190056357
3272.048027681958,-5714734.124766791,-3631563.696711222,7672.490413281312,8.694005190056288
3282.048027681958,-5673217.423599052,-3696085.0997531773,7672.490413281285,8.694005190056215
3292.048027681958,-5630972.285657293,-3760131.9282978866,7672.490413281257,8.69400519005614
3302.048027681958,-5588004.135184884,-3823695.9587815967,7672.49041328123,8.69400519005607
3312.048027681958,-5544318.489259452,-3886769.029631456,7672.4904132812035,8.694005190056
3322.048027681958,-5499920.957084489,-3949343.0423134523,7672.490413281176,8.694005190055924
3332.048027681958,-5454817.239269138,-4011409.962372262,7672.490413281149,8.694005190055854
3342.048027681958,-5409013.127096237,-4072961.8204628653,7672.4904132811225,8.694005190055783
3352.048027681958,-5362514.501778723,-4133990.7133738045,7672.490413281096,8.69400519005571
3362.048027681958,-5315327.333704489,-4194488.805041951,7672.49041328107,8.694005190055645
3372.048027681958,-5267457.681669793,-4254448.32755865,7672.490413281043,8.694005190055572
3382.048027681958,-5218911.692101308,-4313861.582167111,7672.490413281017,8.6940051900555
3392.048027681958,-5169695.59826693,-4372720.9402509285,7672.490413280992,8.694005190055433
3402.048027681958,-5119815.71947543,-4431018.844313583,7672.490413280965,8.694005190055368
3412.048027681958,-5069278.460265059,-4488747.808948824,7672.490413280941,8.694005190055297
3422.048027681958,-5018090.30958121,-4545900.421801788,7672.490413280914,8.694005190055229
3432.048027681958,-4966257.839943243,-4602469.3445207365,7672.49041328089,8.694005190055163
3442.048027681958,-4913787.70660058,-4658447.3136993,7672.490413280864,8.694005190055096
3452.048027681958,-4860686.646678173,-4713827.141809091,7672.490413280841,8.69400519005503
3462.048027681958,-4806961.478311464,-4768601.718122575,7672.490413280815,8.694005190054964
3472.048027681958,-4752619.099770942,-4822764.009626089,7672.490413280791,8.694005190054897
3482.048027681958,-4697666.4885764085,-4876307.061922865,7672.490413280767,8.694005190054833
3492.048027681958,-4642110.700601072,-4929224.000125981,7672.490413280743,8.694005190054764
3502.048027681958,-4585958.869165578,-4981508.029741081,7672.490413280719,8.694005190054702
3512.048027681958,-4529218.204122094,-5033152.43753879,7672.490413280695,8.69400519005464
3522.048027681958,-4471895.990928575,-5084150.592416682,7672.490413280671,8.694005190054574
3532.048027681958,-4413999.589713311,-5134495.946250714,7672.490413280649,8.694005190054511
3542.048027681958,-4355536.434329894,-5184182.034735996,7672.490413280626,8.69400519005445
3552.048027681958,-4296514.031402721,-5233202.478216804,7672.490413280602,8.694005190054389
3562.048027681958,-4236939.95936314,-5281550.982505721,7672.49041328058,8.694005190054327
3572.048027681958,-4176821.8674763953,-5329221.339691812,7672.490413280557,8.694005190054266
3582.048027681958,-4116167.4748594607,-5376207.428937708,7672.490413280535,8.694005190054206
3592.048027681958,-4054984.569489914,-5422503.21726552,7672.490413280513,8.694005190054146
3602.048027681958,-3993281.007205966,-5468102.7603314705,7672.49041328049,8.694005190054082
3612.048027681958,-3931064.7106977757,-5513000.203189137,7672.490413280469,8.694005190054025
3622.048027681958,-3868343.668490185,-5557189.781041229,7672.490413280447,8.694005190053966
3632.048027681958,-3805125.933916997,-5600665.819979779,7672.490413280427,8.69400519005391
3642.048027681958,-3741419.624086934,-5643422.7377146715,7672.490413280405,8.694005190053852
3652.048027681958,-3677232.9188414076,-5685455.044290402,7672.490413280385,8.694005190053796
3662.048027681958,-3612574.0597042325,-5726757.342790985,7672.490413280364,8.694005190053737
3672.048027681958,-3547451.3488234216,-5767324.33003291,7672.490413280344,8.694005190053682
3682.048027681958,-3481873.1479051975,-5807150.797246074,7672.490413280325,8.694005190053623
3692.048027681958,-3415847.8771403534,-5846231.630742576,7672.490413280304,8.69400519005357
3702.048027681958,-3349384.01412311,-5884561.812573312,7672.490413280285,8.694005190053518
3712.048027681958,-3282490.092762597,-5922136.42117228,7672.490413280267,8.694005190053465
3722.048027681958,-3215174.7021871055,-5958950.631988501,7672.490413280247,8.69400519005341
3732.048027681958,-3147446.4856412522,-5994999.71810549,7672.490413280228,8.694005190053359
3742.048027681958,-3079314.139376192,-6030279.050848188,7672.490413280209,8.694005190053307
3752.048027681958,-3010786.411533025,-6064784.1003772775,7672.49041328019,8.69400519005325
3762.048027681958,-2941872.1010195455,-6098510.436270815,7672.490413280173,8.694005190053202
3772.048027681958,-2872580.056380465,-6131453.728093092,7672.490413280156,8.69400519005315
3782.048027681958,-2802919.174661269,-6163609.745950658,7672.490413280138,8.694005190053097
3792.048027681958,-2732898.40026584,-6194974.361035436,7672.490413280119,8.69400519005305
3802.048027681958,-2662526.7238080055,-6225543.546154863,7672.490413280103,8.694005190053003
3812.048027681958,-2591813.1809571497,-6255313.376248971,7672.490413280086,8.694005190052952
3822.048027681958,-2520766.851278039,-6284280.028894366,7672.490413280069,8.694005190052906
3832.048027681958,-2449396.8570650145,-6312439.7847950235,7672.490413280053,8.69400519005286
3842.048027681958,-2377712.3621706953,-6339789.028259845,7672.490413280037,8.694005190052813
3852.048027681958,-2305722.5708293472,-6366324.2476669075,7672.490413280022,8.694005190052762
3862.048027681958,-2233436.726475066,-6392042.035914351,7672.490413280006,8.69400519005272
3872.048027681958,-2160864.110554928,-6416939.090857855,7672.49041327999,8.694005190052678
3882.048027681958,-2088014.0413372589,-6441012.215734624,7672.490413279976,8.69400519005263
